defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,target_y
1.57,31.14,0.81,34.62,5.64,39.81,6.23,17.05,0.74,37.72,8.94,35.32,0.86,27.61,5.9,30.03,10.24,25.64,0.76,24.73,8.66,20.68,10.24,8.94,10.0,1.0,4.0,5.0,4.5773,3.5641,5.935,5.64,2.0
0.08,21.09,13.81,35.02,0.33,28.5,0.15,30.23,6.61,25.12,9.09,43.96,0.07,32.49,15.08,20.39,8.57,17.46,11.06,11.47,0.32,24.41,15.08,13.81,9.0,2.0,5.0,5.0,5.9245,5.6757,9.5733,8.57,2.0
6.35,43.19,8.61,21.6,0.77,29.52,1.34,32.01,0.29,36.85,0.13,34.77,0.1,23.27,7.08,10.86,13.39,34.85,0.12,24.78,1.18,26.96,13.39,8.61,9.0,2.0,7.0,7.0,3.5782,4.3374,4.5733,0.29,2.0
12.47,34.89,5.76,7.81,6.59,42.6,0.37,26.4,3.91,23.38,0.5,21.6,0.51,28.63,0.71,19.0,3.72,17.6,5.14,32.62,10.8,17.93,12.47,10.8,8.0,3.0,4.0,6.0,4.5891,3.9748,5.83,5.14,4.0
0.05,32.15,7.01,44.09,5.67,10.07,4.31,36.62,4.97,19.3,0.26,21.11,12.37,34.04,13.77,18.85,4.73,29.1,0.25,25.93,0.04,29.68,13.77,12.37,9.0,2.0,4.0,7.0,4.8573,4.5744,5.8833,4.97,4.0
0.2,22.98,0.24,26.9,14.98,35.6,14.08,22.52,8.92,43.68,1.89,22.61,0.38,32.27,2.27,30.95,0.48,35.01,1.48,33.44,5.46,14.33,14.98,14.08,9.0,2.0,5.0,7.0,4.58,5.3315,5.4233,1.89,4.0
4.85,24.69,12.14,28.91,0.99,20.9,0.11,29.34,11.27,18.59,0.58,17.15,6.78,34.68,0.87,24.66,5.1,20.27,2.54,28.78,6.65,14.44,12.14,11.27,10.0,1.0,4.0,6.0,4.7164,4.0223,5.3233,2.54,4.0
0.46,21.23,0.66,23.95,7.37,13.7,8.09,36.35,0.6,26.23,0.96,18.2,1.57,32.0,0.77,30.05,12.33,21.14,14.09,32.19,4.77,25.24,14.09,12.33,9.0,2.0,5.0,7.0,4.6973,4.8181,5.6767,1.57,4.0
1.91,11.3,9.94,35.6,0.45,27.29,0.46,25.11,5.38,20.22,0.47,34.95,2.43,26.52,1.79,32.21,14.41,21.54,1.49,42.71,0.39,28.71,14.41,9.94,9.0,2.0,5.0,6.0,3.5564,4.3904,2.9267,1.49,0.0
1.19,22.13,6.59,45.17,4.05,18.46,0.68,25.19,2.8,26.99,5.75,35.66,1.07,17.64,0.88,28.89,2.94,8.53,15.1,25.73,3.82,21.24,15.1,4.05,8.0,3.0,4.0,7.0,4.0791,3.9629,5.0933,2.94,4.0
4.09,28.96,0.39,33.87,0.55,27.99,1.8,22.92,0.59,31.19,5.07,39.57,3.86,32.28,7.51,10.9,8.37,35.05,10.54,21.57,0.68,36.01,10.54,8.37,10.0,1.0,4.0,7.0,3.95,3.408,6.29,5.07,4.0
6.08,45.11,10.92,21.3,2.2,29.56,3.54,21.88,0.91,19.38,0.45,25.3,0.92,21.95,1.4,37.02,5.19,15.88,0.73,29.57,11.87,37.26,11.87,10.92,8.0,3.0,5.0,6.0,4.0191,3.9092,4.2233,1.4,4.0
0.43,24.57,0.47,36.41,7.07,22.39,5.18,30.61,10.13,33.91,0.74,32.16,4.28,26.89,7.71,43.58,0.37,28.8,6.23,12.47,3.23,37.99,10.13,7.07,9.0,2.0,4.0,6.0,4.1673,3.2544,5.7233,3.23,2.0
5.92,14.64,11.85,18.99,4.45,27.97,4.81,23.31,0.96,15.83,0.34,29.87,0.53,20.7,0.69,25.8,0.61,23.09,6.79,34.85,13.23,31.59,13.23,11.85,10.0,1.0,5.0,7.0,4.5618,4.3983,6.355,5.92,3.0
0.58,18.19,10.55,19.74,0.9,23.98,0.52,26.94,3.71,28.62,0.94,20.94,0.87,7.87,12.69,30.91,7.61,35.62,1.11,30.7,8.6,41.85,12.69,10.55,8.0,3.0,6.0,6.0,4.3709,4.3912,5.6933,0.87,2.0
0.41,28.64,2.53,23.14,4.81,36.53,3.92,29.7,1.5,17.26,12.69,31.7,0.65,18.49,0.67,20.68,4.67,14.97,12.68,17.84,0.33,24.35,12.69,12.68,10.0,1.0,5.0,8.0,4.0782,4.3587,3.66,1.5,1.0
6.36,34.95,5.33,23.24,1.07,17.37,0.69,21.4,1.87,14.68,3.03,18.99,14.74,24.21,7.04,29.05,1.28,28.8,4.63,26.23,1.03,24.17,14.74,7.04,10.0,1.0,4.0,7.0,4.2791,3.9624,4.115,1.87,0.0
0.61,33.89,6.99,14.01,5.54,36.48,0.63,22.25,3.82,28.62,2.19,16.57,8.94,31.17,10.95,20.67,3.9,25.22,0.45,26.58,0.61,30.24,10.95,8.94,9.0,2.0,4.0,6.0,4.0573,3.4934,4.9067,2.19,2.0
0.03,18.79,4.5,24.72,0.24,9.29,1.24,43.46,6.91,34.46,16.4,21.01,4.48,27.53,0.59,26.16,3.96,20.37,0.41,30.35,0.57,23.07,16.4,6.91,8.0,3.0,6.0,7.0,3.5755,4.6174,0.74,0.24,2.0
5.61,23.11,0.56,19.74,0.59,23.64,6.18,35.82,1.41,11.93,0.88,28.92,1.4,16.93,17.31,26.38,7.03,42.61,0.76,30.47,0.63,26.33,17.31,1.4,8.0,3.0,7.0,6.0,3.8509,4.88,4.8733,1.41,0.0
11.85,28.54,0.11,20.95,0.03,18.17,6.44,13.74,6.92,16.26,0.44,28.82,0.29,26.19,4.43,27.25,4.45,21.61,1.89,33.26,7.32,44.36,11.85,6.92,10.0,1.0,4.0,7.0,4.0155,3.684,5.2167,1.89,2.0
12.98,29.07,6.37,23.31,0.9,36.32,6.88,9.73,6.1,32.31,3.26,27.05,1.01,29.66,6.54,36.02,0.41,25.04,8.68,16.54,6.91,19.91,12.98,6.54,9.0,2.0,3.0,4.0,5.4582,3.6229,7.49,6.88,2.0
13.41,27.06,0.88,26.85,5.74,36.34,1.24,35.17,1.34,8.76,3.0,44.61,4.36,19.5,0.9,23.21,0.89,29.72,5.44,27.25,4.79,31.58,13.41,5.74,9.0,2.0,5.0,6.0,3.8173,3.5515,2.17,1.34,2.0
0.82,23.9,16.33,35.42,0.63,33.29,0.71,26.79,3.8,35.92,6.19,20.08,7.35,10.36,0.59,35.02,16.79,19.16,10.9,42.77,5.48,30.65,16.79,16.33,7.0,4.0,4.0,5.0,6.3264,5.7672,8.1467,6.19,4.0
0.55,23.31,17.29,34.74,0.48,31.06,0.34,27.37,4.82,35.18,3.95,43.64,0.12,35.76,20.5,18.3,6.32,18.81,7.02,25.33,8.04,12.81,20.5,17.29,7.0,4.0,4.0,5.0,6.3118,6.5666,6.1033,3.95,3.0
0.62,24.47,11.98,20.6,0.86,35.56,5.0,32.39,4.91,28.03,0.84,27.47,1.31,44.05,0.82,30.81,1.73,10.25,14.79,32.37,3.05,16.62,14.79,11.98,8.0,3.0,5.0,6.0,4.1736,4.6346,2.03,1.31,1.0
0.95,30.91,0.62,22.68,23.1,46.64,20.71,13.27,9.09,20.86,12.49,31.62,9.33,41.38,0.78,37.2,29.54,22.28,25.3,34.42,12.79,23.43,29.54,25.3,8.0,3.0,3.0,3.0,13.1545,9.83,18.8667,12.79,8.0
4.93,25.71,1.39,43.72,10.71,21.82,0.67,29.97,1.11,22.8,1.39,10.25,0.94,26.04,3.93,34.41,0.95,17.79,6.49,28.47,4.67,22.5,10.71,6.49,8.0,3.0,6.0,6.0,3.38,3.0158,2.2367,1.39,1.0
2.73,28.13,0.3,26.11,5.15,7.96,2.48,16.36,0.51,32.78,0.47,23.72,11.29,28.9,0.42,28.81,13.05,19.06,3.63,23.45,4.85,34.82,13.05,11.29,9.0,2.0,4.0,7.0,4.08,4.1804,4.16,2.48,2.0
0.36,21.02,13.33,32.64,0.16,26.44,13.52,18.35,0.43,19.05,5.84,21.38,2.74,38.45,5.73,27.39,0.51,29.01,2.82,33.24,0.85,15.99,13.52,13.33,10.0,1.0,5.0,6.0,4.2082,4.7616,2.1367,0.85,3.0
2.77,30.12,15.58,23.53,0.67,18.94,5.09,21.96,0.55,21.62,0.89,24.69,6.64,13.33,0.63,29.27,7.79,33.66,3.91,15.04,4.9,25.97,15.58,3.91,10.0,1.0,4.0,7.0,4.4927,4.2672,7.215,6.64,2.0
16.54,25.18,0.66,17.26,1.18,35.52,0.38,21.01,0.7,9.78,0.51,23.26,4.26,24.4,0.87,28.83,0.82,45.5,0.74,30.95,0.47,26.56,16.54,0.87,8.0,3.0,9.0,7.0,2.4664,4.5699,0.9,0.7,0.0
0.79,25.35,4.15,27.69,3.57,35.8,6.89,21.62,15.25,28.49,0.51,32.22,0.76,38.62,0.6,35.24,0.75,28.58,0.66,21.45,4.32,31.53,3.57,-1.0,11.0,0.0,6.0,9.0,3.4773,4.2478,7.6333,0.76,2.0
0.26,26.88,0.83,17.29,4.85,16.66,0.6,29.71,6.91,33.21,7.46,43.56,0.48,20.49,14.34,28.96,1.16,22.45,1.3,24.69,5.7,10.38,14.34,4.85,9.0,2.0,6.0,7.0,3.99,4.2029,6.69,5.7,2.0
15.12,23.67,5.13,34.77,0.35,35.03,6.74,43.72,4.65,24.18,0.53,21.92,0.97,26.27,0.67,30.36,5.11,28.31,4.66,18.45,4.59,8.3,15.12,5.13,8.0,3.0,4.0,5.0,4.4109,4.03,5.33,4.59,2.0
0.0,44.19,1.24,28.89,0.15,26.5,2.92,35.86,0.16,10.53,0.23,30.66,18.82,25.57,0.26,21.54,0.31,19.19,0.86,22.93,0.77,24.95,18.82,1.24,8.0,3.0,9.0,7.0,2.3382,5.2718,1.0267,0.0,0.0
11.18,26.2,7.65,39.9,6.58,17.38,0.33,26.27,0.82,31.35,0.5,23.57,0.61,27.63,1.18,34.88,0.55,33.47,0.49,29.52,3.49,25.39,11.18,1.18,9.0,2.0,7.0,8.0,3.0345,3.5807,5.9067,3.49,1.0
0.63,24.2,14.29,26.97,0.99,34.73,4.89,26.83,3.98,33.43,1.05,32.38,1.07,26.85,2.1,39.8,2.3,18.89,3.03,38.02,3.68,16.74,14.29,3.03,8.0,3.0,4.0,7.0,3.4555,3.6762,2.6933,2.1,0.0
0.88,28.36,0.52,35.56,7.5,43.58,6.51,10.53,13.76,34.14,0.92,25.17,5.64,37.92,4.64,27.06,14.44,22.64,6.77,17.83,1.18,27.29,14.44,13.76,8.0,3.0,4.0,5.0,5.7055,4.6794,6.6367,5.64,0.0
10.45,35.35,0.52,27.58,0.56,25.17,3.66,25.41,4.64,29.87,3.54,34.1,0.28,30.22,0.44,34.68,0.92,41.56,10.1,22.04,6.31,18.01,10.45,10.1,9.0,2.0,5.0,7.0,3.7655,3.6209,3.59,0.92,4.0
7.99,9.72,15.77,21.85,3.01,16.36,8.95,39.9,0.38,34.81,14.61,31.28,0.79,31.74,0.48,24.95,1.04,23.62,2.63,32.69,0.54,26.81,15.77,14.61,8.0,3.0,5.0,6.0,5.1082,5.5384,5.2475,1.04,0.0
0.21,26.75,9.59,23.84,5.54,17.22,14.53,16.27,4.41,28.57,7.84,32.57,0.53,18.26,6.3,45.54,11.1,35.19,0.8,23.67,5.23,6.77,14.53,11.1,8.0,3.0,3.0,4.0,6.0073,4.3584,5.765,5.23,3.0
3.09,22.21,0.44,21.01,6.5,40.12,0.84,31.18,0.61,27.45,11.01,45.21,10.98,18.69,0.47,24.55,0.27,18.13,14.23,31.17,7.92,12.05,14.23,10.98,8.0,3.0,5.0,6.0,5.1236,4.9689,8.4767,6.5,4.0
0.42,26.51,9.25,31.4,0.59,23.52,0.58,29.12,7.7,5.86,6.8,21.06,6.06,38.19,18.72,17.85,0.54,18.71,18.72,31.09,7.63,13.42,18.72,18.72,8.0,3.0,4.0,4.0,7.0009,6.3884,7.13,6.06,1.0
0.93,23.97,0.31,35.47,10.68,34.92,0.91,41.71,0.82,26.71,3.95,20.62,11.93,22.07,0.87,30.49,5.25,28.74,7.56,13.99,4.84,31.81,11.93,10.68,9.0,2.0,5.0,6.0,4.3682,3.971,4.235,0.91,4.0
2.79,44.38,11.85,22.73,0.31,21.81,1.75,35.31,6.76,17.77,0.17,17.42,8.62,32.24,0.45,26.27,0.32,28.94,1.0,23.09,1.12,24.71,11.85,8.62,9.0,2.0,6.0,6.0,3.1945,3.834,3.7667,1.75,2.0
0.92,23.7,5.22,21.09,1.01,30.93,2.09,38.94,8.18,34.39,1.21,27.41,10.88,22.61,4.97,31.23,5.92,24.55,5.93,15.56,0.5,34.97,10.88,8.18,10.0,1.0,4.0,6.0,4.2573,3.2478,4.4133,2.09,2.0
7.77,37.77,13.5,22.25,0.55,26.28,0.43,28.76,0.49,24.73,1.54,30.43,1.1,17.92,5.34,28.79,5.26,24.82,5.54,17.15,8.83,31.36,13.5,8.83,10.0,1.0,4.0,5.0,4.5773,4.0599,4.95,1.54,2.0
0.12,26.47,7.01,9.04,5.34,42.74,0.21,22.61,0.24,29.61,3.24,26.04,0.12,17.91,7.27,20.96,9.73,32.02,2.76,22.13,5.67,14.84,9.73,7.27,9.0,2.0,4.0,6.0,3.7918,3.2672,6.0067,5.34,6.0
0.51,23.33,0.82,20.22,1.32,43.09,14.92,24.86,4.23,24.42,0.85,17.9,0.58,25.87,5.68,16.08,5.66,25.43,0.73,28.56,3.51,21.52,14.92,5.66,10.0,1.0,6.0,7.0,3.5282,4.095,3.5,1.32,2.0
10.5,17.48,5.66,25.56,1.66,20.04,6.67,39.64,0.41,26.21,0.41,29.13,1.36,11.44,0.4,17.89,15.52,31.17,2.68,29.98,0.78,22.53,15.52,10.5,9.0,2.0,5.0,6.0,4.1864,4.7459,4.015,1.36,3.0
0.54,19.1,0.34,29.33,0.56,26.78,7.8,17.9,16.85,36.38,4.03,43.41,3.38,34.23,0.43,21.58,1.95,23.34,5.13,21.69,5.55,11.56,16.85,7.8,7.0,4.0,4.0,5.0,4.2327,4.6435,4.32,3.38,3.0
0.67,19.25,0.3,21.49,4.97,17.45,15.6,29.48,0.75,24.92,2.56,35.52,4.47,22.11,7.5,30.49,4.34,26.39,0.46,28.71,0.95,15.88,15.6,4.97,10.0,1.0,5.0,8.0,3.87,4.3396,3.67,0.95,0.0
0.39,26.4,0.58,18.34,0.98,11.27,0.31,24.0,3.4,35.54,17.59,19.11,3.09,30.88,4.41,43.74,0.98,20.44,0.33,29.83,13.69,33.99,17.59,13.69,8.0,3.0,6.0,6.0,4.1591,5.6385,2.93,0.98,1.0
11.29,31.83,0.15,20.7,10.45,17.0,0.03,17.75,3.05,10.51,10.95,38.55,0.07,26.16,4.45,28.23,3.48,17.03,1.96,36.59,0.16,23.78,11.29,10.45,8.0,3.0,4.0,6.0,4.1855,4.3587,5.32,1.96,4.0
0.43,18.55,0.51,24.81,4.87,33.7,0.5,17.42,0.42,22.88,0.25,30.17,0.6,37.36,0.91,14.86,13.17,24.51,0.47,26.57,0.39,20.51,13.17,0.5,10.0,1.0,9.0,9.0,2.0473,3.7363,2.1267,0.6,0.0
3.56,31.07,0.73,35.85,10.73,34.27,0.55,27.74,4.35,27.26,7.92,44.88,15.93,22.76,1.45,18.72,0.17,23.64,0.23,31.96,1.59,8.05,15.93,10.73,9.0,2.0,5.0,7.0,4.2918,4.9189,4.755,1.59,3.0
0.42,23.28,2.42,17.22,0.64,27.04,7.17,36.73,0.68,29.45,7.41,9.91,3.49,27.14,3.1,32.23,8.97,23.04,6.12,43.87,0.53,35.03,8.97,7.17,8.0,3.0,4.0,6.0,3.7227,3.0266,5.3167,2.42,0.0
0.24,25.25,4.4,30.2,3.71,24.84,6.36,40.14,3.82,34.01,9.35,23.26,0.95,33.81,0.35,31.74,6.63,14.12,9.6,33.79,0.22,28.81,9.6,9.35,9.0,2.0,4.0,7.0,4.1482,3.3515,6.495,6.36,4.0
0.11,18.55,13.19,21.73,0.59,26.54,3.92,25.89,3.79,30.99,0.72,21.67,0.52,24.11,3.1,14.88,6.18,42.06,3.81,19.81,10.85,32.57,13.19,10.85,10.0,1.0,4.0,8.0,4.2527,4.1116,4.3633,3.1,2.0
0.9,25.32,9.1,37.49,13.35,17.81,0.42,21.4,5.06,24.4,1.78,36.76,1.36,17.68,7.58,11.86,13.53,30.79,0.86,29.96,2.82,20.33,13.53,13.35,8.0,3.0,4.0,5.0,5.16,4.7575,6.1533,1.78,4.0
0.35,27.6,4.26,25.72,0.02,31.01,0.1,34.21,0.5,18.12,12.45,15.4,0.76,9.18,3.59,30.13,0.64,23.55,0.42,36.95,8.16,33.99,12.45,8.16,8.0,3.0,7.0,7.0,2.8409,3.8776,0.56,0.42,1.0
0.03,20.23,13.07,17.05,0.24,32.1,6.49,9.3,5.29,31.82,9.75,34.82,0.27,28.71,4.41,24.99,4.47,17.16,5.52,44.81,0.37,22.85,13.07,9.75,9.0,2.0,4.0,6.0,4.5373,4.0419,5.4933,4.47,4.0
7.05,31.55,4.28,27.37,8.73,17.7,0.54,25.19,0.66,32.15,15.0,25.45,0.87,28.58,3.63,24.14,7.97,40.98,0.34,21.64,0.88,34.61,15.0,7.05,9.0,2.0,5.0,7.0,4.5409,4.4872,8.35,7.97,2.0
0.46,29.75,5.5,25.91,10.09,30.53,0.73,25.24,0.73,20.77,17.19,21.4,5.88,15.88,4.63,19.97,4.93,36.56,1.23,43.42,0.55,17.91,17.19,10.09,9.0,2.0,5.0,5.0,4.72,4.9166,4.0133,1.23,0.0
0.52,23.41,4.8,25.23,4.29,19.26,2.36,38.74,13.23,33.43,13.3,22.32,4.43,30.29,0.99,19.75,0.83,29.09,0.73,32.64,0.84,26.67,13.3,13.23,10.0,1.0,5.0,8.0,4.2109,4.5396,3.325,2.36,4.0
8.95,30.74,11.92,21.48,4.45,35.86,7.57,43.08,0.55,18.03,10.99,29.16,0.73,26.12,0.77,29.06,0.47,16.07,4.03,20.55,0.88,20.99,11.92,10.99,9.0,2.0,5.0,6.0,4.6645,4.2576,5.36,0.47,0.0
0.86,19.36,0.6,28.7,0.48,22.19,4.23,26.48,9.13,34.07,1.21,26.0,2.63,17.27,1.23,35.95,1.98,23.53,11.72,23.05,0.41,44.44,11.72,9.13,8.0,3.0,6.0,7.0,3.1345,3.6412,1.4233,0.41,0.0
3.36,22.89,0.82,24.68,8.17,21.63,1.15,30.9,11.96,12.35,4.46,30.48,9.4,43.72,10.32,35.13,2.13,37.4,0.88,35.4,0.91,27.39,10.32,8.17,9.0,2.0,4.0,7.0,4.8691,4.0808,10.68,9.4,4.0
3.74,28.31,7.24,7.61,0.5,20.2,12.3,17.29,0.44,42.07,0.1,22.8,0.24,17.69,11.11,33.07,0.34,25.88,0.71,31.11,3.83,22.97,12.3,11.11,9.0,2.0,6.0,7.0,3.6864,4.3427,3.84,0.44,2.0
0.37,29.17,7.76,43.12,1.35,8.74,0.79,26.49,13.43,31.81,18.38,22.89,2.92,17.34,3.1,27.91,0.17,32.05,3.98,36.67,0.34,20.95,18.38,13.43,8.0,3.0,5.0,6.0,4.7809,5.75,4.01,1.35,0.0
0.44,35.3,1.14,18.23,0.84,27.1,16.85,23.49,8.9,34.31,0.75,24.54,0.72,32.57,3.21,42.97,4.74,28.24,2.54,31.06,5.96,10.64,16.85,-1.0,8.0,3.0,5.0,6.0,4.19,4.7486,4.8025,1.14,1.0
0.65,20.45,6.35,14.87,10.33,18.8,0.93,25.99,5.28,29.82,1.15,34.17,0.55,17.49,6.92,37.41,14.37,30.95,0.63,29.61,4.87,23.7,14.37,10.33,9.0,2.0,5.0,5.0,4.73,4.3716,4.8067,1.15,2.0
11.06,35.27,2.53,22.33,2.75,32.83,4.44,28.12,0.7,28.87,0.89,37.68,0.92,24.98,12.87,23.76,1.31,10.57,0.55,21.38,7.35,41.06,12.87,11.06,9.0,2.0,5.0,7.0,4.1245,4.1852,3.73,1.31,0.0
1.17,17.47,1.1,30.41,1.25,20.96,6.88,36.6,1.34,27.36,10.44,19.99,1.55,24.44,1.83,13.82,4.85,19.94,7.77,31.1,7.1,43.23,10.44,7.77,9.0,2.0,4.0,7.0,4.1164,3.2464,5.27,1.83,0.0
0.85,27.23,4.88,10.48,14.37,19.23,6.02,29.46,3.81,37.21,0.94,35.53,1.04,30.7,2.6,45.36,15.15,36.74,0.63,24.25,5.35,23.39,15.15,14.37,8.0,3.0,4.0,5.0,5.0582,4.9325,3.7633,2.6,1.0
3.97,45.58,1.32,26.52,7.24,27.23,0.78,29.56,4.86,36.27,0.98,23.18,1.68,9.41,5.73,20.7,16.63,17.32,14.75,34.59,0.64,17.56,16.63,14.75,7.0,4.0,4.0,4.0,5.3255,5.3371,3.5033,1.68,1.0
0.31,24.22,0.84,30.26,0.84,27.14,11.18,20.26,4.31,23.93,2.71,32.39,0.79,34.25,0.81,43.91,1.85,16.7,8.82,35.67,6.32,9.7,11.18,8.82,8.0,3.0,5.0,6.0,3.5255,3.5438,2.9933,0.81,3.0
6.56,42.98,11.64,16.11,3.57,25.34,4.19,18.36,0.62,29.6,0.67,26.41,0.76,22.77,4.47,32.71,7.87,10.17,1.12,17.34,12.28,34.29,12.28,11.64,8.0,3.0,4.0,7.0,4.8864,4.0627,6.3,4.47,3.0
0.56,19.95,5.55,33.93,4.18,24.72,9.79,18.31,0.56,21.67,12.26,29.68,0.48,28.93,0.48,25.04,3.91,20.38,0.48,16.26,8.64,37.0,12.26,9.79,9.0,2.0,5.0,7.0,4.2627,4.1099,4.89,0.48,2.0
0.66,19.59,6.16,28.6,1.21,16.39,0.52,21.41,0.75,25.85,3.28,22.7,5.17,16.43,0.75,29.31,3.87,35.76,4.12,32.37,1.12,23.74,6.16,5.17,9.0,2.0,6.0,7.0,2.51,1.9687,3.0667,1.21,6.0
10.72,30.62,0.08,21.22,6.17,18.11,0.4,16.85,0.23,10.51,8.35,43.32,2.32,26.46,4.0,23.12,0.31,28.6,2.03,36.22,0.25,24.24,10.72,6.17,8.0,3.0,5.0,6.0,3.1691,3.5435,3.5367,0.23,2.0
0.59,18.63,0.37,29.3,4.11,14.21,0.87,20.47,4.13,44.73,5.93,32.77,0.66,26.02,4.53,25.68,3.56,33.88,4.87,22.63,2.36,9.12,5.93,4.11,8.0,3.0,4.0,7.0,2.9073,1.914,3.35,2.36,5.0
0.87,24.94,0.87,27.07,14.95,23.07,0.55,35.85,9.2,36.78,5.2,26.35,6.47,43.94,2.91,32.74,0.72,31.93,6.12,15.95,0.76,11.92,14.95,9.2,8.0,3.0,5.0,5.0,4.42,4.3795,4.45,0.76,2.0
4.15,26.57,1.83,14.29,0.64,21.63,0.74,24.26,0.83,26.97,2.83,23.57,1.33,29.81,2.56,19.96,1.25,31.68,3.91,18.64,0.51,18.04,4.15,3.91,11.0,0.0,6.0,11.0,1.8709,1.2489,1.54,1.25,5.0
1.22,24.43,0.45,29.84,0.14,23.26,0.91,27.15,0.51,37.99,3.05,33.94,0.05,35.71,0.81,32.89,5.64,17.98,14.31,29.59,0.76,20.56,14.31,1.22,10.0,1.0,8.0,9.0,2.5318,4.0386,2.3033,0.51,0.0
0.62,22.84,5.8,18.18,0.74,27.33,4.78,34.29,10.34,25.66,13.57,34.1,0.71,29.67,0.61,34.63,0.81,36.75,9.3,10.04,0.97,44.58,13.57,10.34,8.0,3.0,6.0,6.0,4.3864,4.5307,5.3567,0.97,4.0
0.33,32.57,0.66,38.42,2.1,36.49,0.39,29.9,2.59,28.53,1.49,18.66,0.03,36.73,1.52,11.95,14.92,27.28,0.26,27.25,0.6,23.98,14.92,2.1,9.0,2.0,7.0,8.0,2.2627,4.0794,1.2233,0.66,0.0
0.55,29.0,3.74,16.99,4.87,22.48,0.73,20.95,13.68,30.64,1.33,35.56,4.58,25.3,1.59,42.69,0.31,24.67,0.66,16.96,5.95,14.64,13.68,3.74,9.0,2.0,5.0,7.0,3.4536,3.7621,3.77,1.59,0.0
6.73,29.25,14.43,21.51,6.53,33.46,0.34,33.08,0.11,24.15,17.34,34.84,4.72,9.05,0.68,27.08,0.02,36.82,5.82,20.63,7.71,45.12,17.34,14.43,9.0,2.0,4.0,4.0,5.8573,5.5238,6.0833,4.72,4.0
0.0,18.38,15.41,26.02,4.75,28.24,2.32,17.57,0.8,24.74,0.54,26.1,7.29,40.37,8.31,35.53,6.37,16.55,1.06,29.94,7.15,10.49,15.41,6.37,8.0,3.0,4.0,6.0,4.9091,4.4341,7.5833,7.15,0.0
1.2,22.0,0.86,24.68,3.79,21.88,8.52,41.28,6.92,36.01,7.79,18.95,18.42,25.61,3.48,33.71,3.59,26.58,0.88,17.46,0.7,29.74,18.42,7.79,9.0,2.0,4.0,7.0,5.1045,5.0149,6.3067,3.48,0.0
0.53,21.34,0.97,26.45,0.67,29.03,2.11,23.87,5.62,43.02,7.16,39.36,1.38,8.29,7.75,21.75,0.92,17.89,8.0,32.35,1.91,14.86,8.0,7.75,8.0,3.0,5.0,6.0,3.3655,2.9364,3.4833,1.38,6.0
0.72,26.16,2.12,23.74,0.79,19.42,7.13,32.8,9.81,12.78,12.73,23.57,9.04,30.85,9.75,40.75,0.77,29.27,1.86,18.07,1.08,21.92,12.73,9.04,9.0,2.0,4.0,6.0,5.0727,4.4077,8.8967,7.13,2.0
7.08,36.07,10.55,29.16,8.56,12.25,0.42,19.14,0.7,24.62,12.93,18.5,0.56,28.21,1.88,29.01,4.75,22.37,3.91,19.0,0.64,21.71,12.93,10.55,9.0,2.0,4.0,7.0,4.7255,4.2537,7.82,7.08,4.0
0.12,26.64,0.07,17.75,0.09,37.08,0.03,14.18,9.89,22.8,1.27,13.36,0.5,20.87,0.44,24.04,0.39,28.61,8.93,33.24,1.26,30.83,9.89,8.93,9.0,2.0,9.0,7.0,2.09,3.4815,0.46,0.03,6.0
2.59,15.22,4.85,21.01,0.03,21.27,0.16,28.42,0.18,24.85,2.67,33.15,4.42,28.15,4.94,24.89,6.27,43.69,0.37,19.18,14.5,31.2,14.5,4.85,10.0,1.0,4.0,9.0,3.7255,4.0271,3.8433,2.59,2.0
1.43,31.65,1.72,28.11,6.99,25.78,1.97,41.91,4.13,16.88,8.7,20.09,14.31,25.18,6.43,35.18,1.46,23.7,1.63,35.29,16.38,35.42,16.38,14.31,9.0,2.0,2.0,4.0,5.9227,5.0797,4.9333,1.97,1.0
3.29,31.71,0.43,34.35,4.58,19.84,1.59,38.5,0.42,27.84,3.32,36.11,0.51,30.64,3.18,28.36,1.99,24.59,0.66,25.36,9.19,27.29,9.19,3.32,11.0,0.0,4.0,10.0,2.6509,2.4797,2.72,1.59,2.0
15.14,26.32,0.27,18.46,0.18,22.1,4.03,27.24,3.77,35.2,0.06,14.33,0.43,28.9,3.94,30.67,4.98,23.66,0.14,26.09,3.87,19.87,15.14,3.87,10.0,1.0,5.0,9.0,3.3464,4.179,1.915,0.06,2.0
2.01,33.82,13.05,32.82,1.09,16.66,6.54,9.81,0.64,30.68,0.74,25.88,15.24,20.23,0.76,28.63,0.53,22.18,5.29,28.42,4.69,22.7,15.24,13.05,10.0,1.0,5.0,7.0,4.5982,4.9523,3.2133,1.09,2.0
4.7,33.61,2.48,43.57,2.56,21.06,3.88,26.24,0.91,27.66,8.59,15.92,0.54,21.81,1.27,23.94,3.8,18.34,0.93,17.14,15.08,30.8,15.08,3.8,10.0,1.0,4.0,8.0,4.0673,4.1243,5.535,2.48,2.0
