defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,receiver_alignment,offensive_formation,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,max_cb_depth,avg_defender_to_deepest_safety_depth,defender_lateral_spread,std_lb_depth,lb_lateral_spread,avg_lb_depth,min_lb_depth,max_lb_depth,std_db_depth,avg_db_depth,safety_lateral_spread,std_safety_depth,avg_safety_depth,safety_depth_diff,mof_open,man_zone,target_y
3.54,32.69,8.54,33.43,3.64,28.52,1.06,24.16,0.82,27.47,0.63,30.37,0.56,34.85,1.52,43.15,2.58,20.41,0.7,22.59,1.03,25.24,1.0,1.0,1.0,2.0,2.0,2.0,8.54,0.7,10.0,1.0,6.0,9.0,2.2382,2.269,2.05,1.52,2.58,6.3018,22.74,1.4016,10.69,2.2,0.56,3.64,3.0781,3.335,10.84,3.92,4.62,7.84,0.0,0.0,0.0
5.85,9.57,5.55,23.19,0.13,32.05,0.26,34.48,0.39,29.16,2.74,39.8,4.7,30.71,4.15,27.18,1.25,36.12,0.35,25.85,15.18,31.34,0.0,0.0,1.0,3.0,1.0,3.0,15.18,5.55,10.0,1.0,5.0,8.0,3.6864,4.2073,4.295,2.74,5.85,11.4936,30.23,1.5135,8.94,3.3667,1.25,4.7,4.6917,7.33,8.15,4.815,10.365,9.63,0.0,1.0,2.0
2.03,38.38,0.58,32.66,5.66,27.71,0.74,22.89,0.6,29.66,6.58,19.05,4.14,31.15,11.44,34.58,11.31,21.35,0.76,26.62,0.67,36.39,1.0,1.0,0.0,1.0,1.0,3.0,11.44,11.31,10.0,1.0,5.0,7.0,4.0464,4.0176,4.305,2.03,6.58,7.3936,19.33,2.1654,13.5,2.8025,0.67,5.66,3.8841,7.84,13.23,0.065,11.375,0.13,1.0,1.0,1.0
14.18,30.12,0.28,26.3,6.68,19.55,0.68,30.76,1.15,19.85,5.02,16.34,0.22,20.67,5.75,28.38,0.07,16.22,3.73,37.35,0.65,43.32,4.0,2.0,-1.0,3.0,3.0,3.0,14.18,6.68,9.0,2.0,6.0,5.0,3.4918,4.113,3.1333,0.65,5.02,10.6882,27.1,2.1219,14.54,1.574,0.07,5.75,4.5188,6.052,10.57,3.75,10.43,7.5,0.0,1.0,2.0
1.4,35.16,21.28,21.54,1.35,29.78,1.3,36.83,11.78,33.1,0.74,9.3,0.85,24.14,6.04,19.98,2.36,38.66,7.18,29.11,4.07,21.59,1.0,0.0,1.0,3.0,3.0,2.0,21.28,11.78,10.0,1.0,5.0,6.0,5.3045,6.0227,3.6167,0.74,6.04,15.9755,29.36,0.0,0.0,7.18,7.18,7.18,6.9994,7.7117,17.12,7.7241,11.8067,9.5,1.0,0.0,0.0
0.46,28.87,0.38,25.28,3.78,30.48,0.49,8.13,0.6,43.31,3.45,25.71,1.48,31.99,0.43,30.59,0.31,23.0,0.9,34.38,7.45,33.18,0.0,1.0,-1.0,4.0,3.0,0.0,3.45,0.31,9.0,2.0,8.0,8.0,1.7936,2.1435,2.8467,0.49,7.45,2.4436,35.18,1.2437,3.9,2.0533,0.9,3.78,2.7511,2.46,2.71,1.57,1.88,3.14,0.0,1.0,2.0
0.24,24.09,13.4,21.63,12.48,36.73,4.5,36.43,2.28,45.17,5.95,27.79,0.38,35.57,0.47,28.27,0.65,32.14,3.61,20.09,3.09,9.52,0.0,0.0,1.0,4.0,1.0,3.0,13.4,12.48,9.0,2.0,4.0,6.0,4.2773,4.4552,2.9933,2.28,3.61,9.1227,35.65,2.4002,12.34,2.344,0.24,5.95,4.8999,6.972,15.1,0.46,12.94,0.92,1.0,1.0,3.0
6.52,11.27,4.38,21.44,4.49,24.79,0.74,19.89,0.36,25.95,1.79,16.14,0.75,22.95,0.46,29.04,4.5,33.62,7.27,39.44,17.18,24.81,0.0,0.0,0.0,1.0,1.0,3.0,17.18,4.5,9.0,2.0,4.0,8.0,4.4036,4.6851,6.895,6.52,7.27,12.7764,28.17,1.7209,12.9,2.78,0.46,4.49,4.905,8.8675,8.81,6.34,10.84,12.68,0.0,1.0,2.0
3.6,24.03,0.65,25.93,0.36,21.09,9.67,24.3,7.18,11.79,4.26,30.36,9.02,45.44,9.11,35.72,0.83,32.49,3.46,38.59,0.48,29.72,1.0,4.0,-1.0,3.0,2.0,3.0,9.67,9.11,8.0,3.0,4.0,6.0,4.42,3.5556,8.1,7.18,9.02,5.25,33.65,1.6919,11.4,2.2625,0.36,4.26,2.2741,7.688,14.29,2.8048,7.4133,0.56,0.0,2.0,5.0
1.62,26.65,8.35,17.7,1.21,25.2,13.27,29.12,3.25,39.32,0.86,29.0,1.47,21.16,1.15,16.56,1.04,22.94,7.01,34.27,9.85,11.26,0.0,0.0,1.0,3.0,3.0,3.0,13.27,8.35,8.0,3.0,5.0,6.0,4.4618,4.1882,6.55,3.25,9.85,8.8082,28.06,0.2936,12.44,1.275,0.86,1.62,3.2943,8.346,16.57,2.6913,9.5433,4.92,0.0,1.0,1.0
0.26,21.49,0.99,41.31,2.12,15.96,0.25,25.98,3.77,20.93,0.62,18.37,0.5,23.82,1.15,33.08,12.52,26.94,0.24,29.34,3.83,24.29,0.0,0.0,2.0,2.0,3.0,0.0,12.52,2.12,10.0,1.0,7.0,9.0,2.3864,3.4458,1.07,0.99,1.15,10.1336,25.35,1.6905,10.97,2.115,0.24,3.83,4.8258,4.195,10.98,5.2,7.32,10.4,0.0,0.0,0.0
11.7,18.48,1.11,22.55,6.01,30.32,6.6,37.05,0.73,25.9,0.74,18.06,3.49,21.15,4.82,27.23,1.63,9.33,15.39,31.95,0.8,31.13,1.0,1.0,1.0,3.0,2.0,2.0,15.39,11.7,9.0,2.0,4.0,6.0,4.82,4.6602,4.7467,1.63,6.6,10.57,27.72,1.7567,13.07,2.4625,0.74,4.82,4.7843,8.266,13.47,1.845,13.545,3.69,1.0,1.0,2.0
2.8,29.27,10.28,19.79,0.5,29.27,0.86,26.89,1.14,23.27,6.93,39.11,3.82,21.21,4.16,14.27,11.01,30.09,4.88,34.62,0.95,18.19,1.0,0.0,0.0,1.0,2.0,1.0,11.01,10.28,9.0,2.0,4.0,7.0,4.3027,3.5422,5.545,4.16,6.93,6.7073,24.84,1.3513,11.08,2.0175,0.5,3.82,2.7706,7.452,14.83,2.7339,8.7233,0.73,1.0,1.0,4.0
0.87,30.55,6.09,44.15,4.46,21.1,1.03,28.05,1.0,26.02,10.88,30.55,3.76,37.63,3.45,31.51,0.63,24.87,0.77,34.44,4.19,25.8,0.0,1.0,0.0,4.0,1.0,3.0,10.88,4.19,10.0,1.0,5.0,9.0,3.3755,2.9761,4.77,3.76,6.09,7.5045,23.05,1.2068,6.39,1.75,0.77,3.45,3.0062,5.0633,4.75,4.117,5.3567,6.69,0.0,0.0,0.0
0.55,36.81,9.58,11.21,7.43,41.02,3.48,21.47,7.56,20.04,3.69,34.6,13.76,33.07,4.47,30.08,0.58,32.79,0.47,26.98,0.83,30.08,0.0,0.0,1.0,3.0,1.0,3.0,13.76,3.69,9.0,2.0,4.0,7.0,4.7636,4.1682,8.19,7.43,9.58,8.9964,29.81,0.495,8.61,3.975,3.48,4.47,3.2849,8.404,1.53,5.035,8.725,10.07,0.0,1.0,4.0
1.86,31.03,4.78,45.63,0.33,22.56,3.15,36.38,2.81,13.75,17.96,29.76,8.27,8.74,0.74,18.69,5.57,23.55,0.74,28.54,0.63,25.59,3.0,2.0,2.0,3.0,1.0,3.0,17.96,2.81,7.0,4.0,4.0,5.0,4.2582,4.9383,6.525,4.78,8.27,13.7018,36.89,1.8118,17.69,2.412,0.74,5.57,5.8256,8.455,16.01,7.575,10.385,15.15,0.0,1.0,2.0
0.87,22.85,3.95,23.12,1.42,8.99,1.09,25.26,4.09,30.16,1.02,18.48,1.03,33.11,14.72,29.01,0.85,28.58,1.49,44.06,11.58,19.65,1.0,0.0,0.0,2.0,4.0,1.0,14.72,11.58,9.0,2.0,7.0,7.0,3.8282,4.5816,1.31,1.02,1.49,10.8918,35.07,0.07,7.04,4.02,3.95,4.09,5.887,6.046,9.36,1.57,13.15,3.14,1.0,1.0,1.0
0.85,29.21,1.42,22.07,4.99,44.17,1.05,14.58,14.01,20.1,10.3,36.2,4.62,21.5,3.66,31.61,0.93,18.16,4.23,36.16,0.97,24.78,1.0,0.0,-2.0,1.0,1.0,3.0,14.01,10.3,8.0,3.0,5.0,7.0,4.2755,4.0952,3.02,1.05,4.99,9.7345,29.59,1.5631,13.45,3.07,0.93,4.62,4.6284,6.916,16.1,4.0312,9.5133,3.71,1.0,1.0,2.0
0.92,22.25,1.57,24.4,0.75,32.89,0.81,26.93,2.18,31.56,0.06,16.34,13.26,34.94,0.96,20.92,0.67,36.21,12.49,21.48,1.17,43.45,1.0,0.0,0.0,1.0,3.0,2.0,13.26,12.49,9.0,2.0,7.0,7.0,3.1673,4.6074,0.73,0.06,1.17,10.0927,27.11,0.6608,13.96,1.2567,0.67,2.18,5.6487,4.9183,13.46,5.3385,9.1067,0.77,1.0,0.0,0.0
0.21,18.65,0.31,28.72,14.5,23.42,4.78,24.77,7.86,13.98,0.81,25.97,3.67,31.83,4.54,28.41,0.58,22.38,5.88,35.74,4.1,21.25,1.0,1.0,0.0,1.0,1.0,3.0,14.5,4.54,10.0,1.0,4.0,8.0,4.2945,4.0295,6.87,5.88,7.86,10.2055,21.76,2.0133,6.12,3.03,0.21,4.78,3.827,8.195,4.99,4.98,9.52,9.96,0.0,1.0,2.0
14.15,25.04,1.9,15.72,1.53,35.78,1.03,46.08,0.66,20.26,0.92,24.5,1.89,22.66,1.07,28.03,3.73,28.5,0.82,30.67,5.16,31.77,1.0,0.0,-1.0,3.0,3.0,1.0,14.15,1.9,9.0,2.0,5.0,7.0,2.9873,3.7693,2.5733,1.03,5.16,11.1627,30.36,1.2018,8.01,2.1467,0.82,3.73,4.9164,4.754,9.32,6.125,8.025,12.25,0.0,0.0,0.0
0.89,18.41,13.19,22.67,3.95,19.95,0.99,24.75,0.84,22.21,7.57,35.5,0.65,27.9,12.16,30.72,3.89,26.43,1.97,30.57,1.94,15.03,1.0,0.0,1.0,4.0,1.0,3.0,13.19,12.16,10.0,1.0,4.0,8.0,4.3673,4.3758,3.8267,1.94,7.57,8.8227,20.47,0.03,6.48,3.92,3.89,3.95,4.8063,7.366,8.05,0.515,12.675,1.03,1.0,1.0,4.0
6.77,44.63,11.5,38.59,3.16,26.42,5.46,33.99,2.79,33.35,1.56,31.27,1.17,33.16,4.11,17.89,8.41,9.28,1.47,23.16,15.86,21.09,0.0,0.0,-2.0,4.0,3.0,2.0,15.86,11.5,7.0,4.0,2.0,5.0,5.66,4.4558,6.43,4.11,8.41,10.2,35.35,1.4378,10.83,3.22,1.47,5.46,4.0496,9.33,17.5,2.18,13.68,4.36,1.0,1.0,1.0
0.86,29.5,3.45,15.0,0.81,22.69,0.86,25.84,4.02,21.04,3.14,35.8,5.62,42.22,0.96,17.88,9.01,25.5,3.63,10.55,3.7,25.83,0.0,0.0,-2.0,4.0,3.0,2.0,9.01,3.45,8.0,3.0,4.0,7.0,3.2782,2.3817,4.13,3.14,5.62,5.7318,31.67,1.4798,11.62,2.385,0.86,4.02,2.2,4.97,10.5,2.78,6.23,5.56,0.0,0.0,0.0
0.73,17.93,19.4,27.52,3.87,27.93,0.43,22.01,0.51,25.23,4.5,18.9,0.01,29.25,0.67,42.84,1.2,18.5,2.86,21.39,0.88,36.61,0.0,0.0,1.0,1.0,2.0,3.0,19.4,1.2,9.0,2.0,7.0,8.0,3.1873,5.3229,2.0167,0.67,4.5,16.2127,24.91,0.505,6.54,3.365,2.86,3.87,7.1726,5.33,9.02,9.1,10.3,18.2,0.0,0.0,0.0
5.89,40.13,4.62,17.58,0.81,26.92,1.26,23.76,3.98,34.32,0.79,36.71,13.24,22.64,11.97,34.71,4.3,29.43,0.9,32.13,0.95,29.64,0.0,1.0,-1.0,1.0,1.0,3.0,13.24,11.97,9.0,2.0,5.0,7.0,4.4282,4.2408,5.255,4.62,5.89,8.8118,22.55,1.5704,12.95,2.5825,0.79,4.3,3.7295,8.93,12.07,0.635,12.605,1.27,1.0,1.0,1.0
7.51,9.0,6.78,42.68,0.51,25.71,0.67,17.73,4.96,21.55,6.92,36.24,0.48,29.29,16.07,31.92,17.09,17.3,5.25,27.65,0.38,22.18,1.0,0.0,-2.0,2.0,1.0,3.0,17.09,16.07,8.0,3.0,4.0,5.0,6.0564,5.6435,7.07,6.78,7.51,11.0336,33.68,2.2683,11.56,2.84,0.48,5.25,4.6765,10.874,14.62,0.51,16.58,1.02,1.0,1.0,3.0
0.59,24.41,0.54,27.19,13.45,18.82,0.8,30.99,11.26,33.55,5.37,21.29,3.24,39.95,5.41,26.12,0.81,33.76,4.76,33.32,1.63,9.87,3.0,2.0,1.0,1.0,1.0,3.0,13.45,11.26,8.0,3.0,4.0,5.0,4.3509,4.2137,2.435,1.63,3.24,9.0991,30.08,2.0042,12.03,4.0325,0.59,5.41,5.0522,7.395,14.73,1.095,12.355,2.19,1.0,1.0,3.0
0.33,22.09,0.65,31.39,3.84,17.25,0.69,35.67,8.18,36.61,0.83,25.2,17.94,22.95,1.56,28.28,11.12,29.12,5.18,8.56,0.47,34.12,1.0,0.0,1.0,3.0,3.0,2.0,17.94,11.12,9.0,2.0,5.0,6.0,4.6173,5.4258,5.7333,3.84,8.18,13.3227,28.05,0.455,3.11,1.105,0.65,1.56,5.5839,7.825,12.72,7.0935,9.9167,6.82,1.0,1.0,1.0
4.13,31.04,0.55,36.88,4.26,36.79,0.6,29.34,3.87,26.93,7.67,44.34,13.97,27.22,4.18,18.46,0.0,24.7,0.52,32.64,8.02,9.54,0.0,0.0,0.0,2.0,2.0,2.0,13.97,4.26,8.0,3.0,4.0,7.0,4.3427,4.039,7.845,7.67,8.02,9.6273,34.8,1.8749,12.18,2.1375,0.0,4.13,3.5667,7.62,18.33,4.5963,7.47,9.71,0.0,1.0,2.0
1.07,23.27,4.44,27.25,1.24,35.69,8.36,18.85,6.11,22.24,1.32,26.67,1.14,32.51,12.34,32.25,4.59,30.5,7.28,39.89,1.15,29.63,1.0,1.0,-2.0,3.0,2.0,1.0,12.34,6.11,9.0,2.0,5.0,7.0,4.4582,3.5891,7.82,7.28,8.36,7.8818,21.04,0.075,3.25,4.515,4.44,4.59,2.3433,8.5225,10.01,3.115,9.225,6.23,0.0,1.0,2.0
0.83,29.9,6.08,16.49,0.39,18.64,5.09,27.72,8.36,8.16,0.78,20.64,17.74,27.3,3.87,35.73,0.75,26.65,4.42,21.3,8.92,44.91,3.0,2.0,-1.0,2.0,1.0,3.0,17.74,6.08,8.0,3.0,4.0,5.0,5.2027,4.9158,8.64,8.36,8.92,12.5373,36.75,1.9303,17.09,2.92,0.39,5.09,4.4392,10.275,10.81,5.83,11.91,11.66,0.0,1.0,1.0
0.23,34.88,8.25,27.2,3.14,15.72,0.3,26.99,8.18,32.49,8.55,22.21,17.76,35.18,0.33,30.61,0.57,23.67,2.33,38.76,18.55,20.38,1.0,0.0,1.0,4.0,3.0,3.0,18.55,17.76,10.0,1.0,4.0,5.0,6.1991,6.4719,4.6733,2.33,8.55,12.3509,23.04,3.7171,5.29,5.5867,0.33,8.25,6.9468,10.066,14.8,0.395,18.155,0.79,1.0,1.0,1.0
0.03,34.95,1.01,41.98,2.48,31.53,0.15,29.92,0.25,27.23,0.34,32.14,0.6,11.92,0.14,24.22,0.15,36.76,3.99,18.75,17.9,27.93,0.0,0.0,1.0,2.0,1.0,3.0,17.9,0.15,8.0,3.0,8.0,7.0,2.4582,5.0239,1.8667,0.6,3.99,15.4418,30.06,1.1007,7.31,0.9233,0.14,2.48,6.7211,4.73,8.83,8.875,9.025,17.75,0.0,0.0,0.0
0.55,21.68,0.15,17.01,6.66,14.29,5.04,36.92,2.46,15.77,4.65,26.15,3.03,20.06,0.72,26.19,0.27,29.68,7.08,43.86,13.62,30.38,0.0,0.0,1.0,3.0,2.0,2.0,13.62,7.08,9.0,2.0,4.0,7.0,4.0209,3.8767,5.85,5.04,6.66,9.5991,29.57,1.3303,12.67,1.15,0.15,3.03,3.4854,6.585,28.09,4.182,6.9525,6.54,0.0,1.0,2.0
0.27,30.43,3.69,27.77,0.51,35.97,8.1,8.98,6.76,37.34,0.29,27.81,12.86,20.34,9.87,30.3,3.5,32.62,1.84,20.01,0.47,24.55,1.0,0.0,0.0,2.0,2.0,2.0,12.86,9.87,9.0,2.0,4.0,6.0,4.3782,4.1903,5.5667,1.84,8.1,8.4818,28.36,1.4752,8.07,2.5533,0.47,3.69,3.6481,7.886,9.96,1.495,11.365,2.99,0.0,1.0,4.0
0.76,32.13,0.99,34.48,4.57,34.21,7.87,11.09,0.89,28.49,1.79,19.12,11.93,18.98,11.0,34.66,7.29,41.99,4.65,30.7,0.54,24.08,0.0,0.0,0.0,1.0,1.0,3.0,11.93,11.0,7.0,4.0,4.0,6.0,4.7527,4.0259,5.65,1.79,7.87,7.1773,30.9,1.9189,10.13,3.2533,0.54,4.65,3.5645,7.976,15.68,0.465,11.465,0.93,1.0,1.0,3.0
14.52,29.66,0.79,23.31,6.29,42.73,6.45,17.77,4.86,28.12,0.79,32.17,0.75,29.82,1.06,35.13,3.48,36.24,1.42,21.17,0.81,27.32,2.0,3.0,2.0,4.0,2.0,1.0,14.52,3.48,9.0,2.0,6.0,8.0,3.7473,4.0325,4.72,1.42,6.45,10.7727,24.96,1.8582,11.82,2.2367,0.79,4.86,4.4558,6.432,6.58,5.52,9.0,11.04,0.0,1.0,2.0
0.47,23.0,0.77,27.15,2.74,31.39,3.42,18.3,19.8,25.84,2.97,28.69,5.89,44.63,0.39,35.63,0.23,32.52,5.28,38.23,0.95,9.72,1.0,0.0,-4.0,2.0,1.0,3.0,19.8,5.28,8.0,3.0,5.0,6.0,3.9009,5.3697,3.42,0.95,5.89,15.8991,34.91,1.258,9.52,1.6025,0.23,2.97,6.5943,7.068,12.39,7.26,12.54,14.52,0.0,1.0,1.0
7.05,7.53,12.03,16.37,3.14,35.3,1.04,43.02,0.44,29.67,17.52,29.25,0.44,21.52,0.64,19.0,5.16,25.19,4.99,20.89,0.33,24.95,0.0,0.0,1.0,3.0,2.0,2.0,17.52,12.03,8.0,3.0,5.0,5.0,4.7982,5.3215,3.7433,1.04,7.05,12.7218,35.49,0.085,4.3,5.075,4.99,5.16,5.9952,8.156,12.88,2.745,14.775,5.49,1.0,1.0,1.0
0.59,35.48,1.29,38.2,1.26,29.07,1.05,24.33,1.09,43.68,0.99,27.45,1.35,17.41,10.73,26.77,1.14,32.21,10.37,21.24,3.84,15.64,0.0,0.0,1.0,2.0,3.0,3.0,10.37,1.29,8.0,3.0,8.0,6.0,3.0636,3.6202,4.2525,1.09,10.73,7.3718,28.04,0.2526,8.03,0.995,0.59,1.26,4.1852,4.7783,16.96,4.54,5.83,9.08,0.0,2.0,5.0
15.07,25.25,2.7,23.24,0.73,29.86,13.89,37.78,0.44,35.44,1.47,37.72,0.49,24.3,1.28,31.86,1.13,8.92,14.26,12.96,0.72,19.01,1.0,0.0,1.0,4.0,1.0,3.0,15.07,14.26,8.0,3.0,7.0,6.0,4.7436,5.9522,1.5167,0.72,2.7,10.3264,28.86,0.0,0.0,1.28,1.28,1.28,6.4172,7.0343,24.82,5.618,11.1725,0.81,1.0,2.0,5.0
5.44,23.31,9.11,33.28,0.77,20.84,0.94,34.35,0.51,29.71,13.9,22.29,0.6,17.96,4.63,40.75,0.87,24.98,4.32,19.3,4.49,14.46,0.0,1.0,0.0,1.0,1.0,3.0,13.9,9.11,9.0,2.0,5.0,6.0,4.1436,4.0457,4.56,4.49,4.63,9.7564,26.29,0.56,4.01,4.88,4.32,5.44,4.4712,6.614,12.06,5.3505,7.9833,4.79,0.0,1.0,2.0
1.57,31.14,0.81,34.62,5.64,39.81,6.23,17.05,0.74,37.72,8.94,35.32,0.86,27.61,5.9,30.03,10.24,25.64,0.76,24.73,8.66,20.68,0.0,0.0,0.0,1.0,3.0,2.0,10.24,8.94,10.0,1.0,4.0,5.0,4.5773,3.5641,5.935,5.64,6.23,5.6627,22.76,2.0434,12.99,1.814,0.74,5.9,1.7333,7.942,14.64,0.6884,9.28,1.3,0.0,1.0,2.0
0.08,21.09,13.81,35.02,0.33,28.5,0.15,30.23,6.61,25.12,9.09,43.96,0.07,32.49,15.08,20.39,8.57,17.46,11.06,11.47,0.32,24.41,0.0,0.0,1.0,4.0,3.0,3.0,15.08,13.81,9.0,2.0,5.0,5.0,5.9245,5.6757,9.5733,8.57,11.06,9.1555,32.49,2.7962,11.4,1.77,0.07,6.61,2.5588,11.522,14.63,0.635,14.445,1.27,1.0,1.0,2.0
6.35,43.19,8.61,21.6,0.77,29.52,1.34,32.01,0.29,36.85,0.13,34.77,0.1,23.27,7.08,10.86,13.39,34.85,0.12,24.78,1.18,26.96,3.0,2.0,1.0,4.0,3.0,2.0,13.39,8.61,9.0,2.0,7.0,7.0,3.5782,4.3374,4.5733,0.29,7.08,9.8118,32.33,0.5186,11.5,0.6067,0.1,1.34,4.2136,7.144,13.25,2.39,11.0,4.78,0.0,1.0,2.0
12.47,34.89,5.76,7.81,6.59,42.6,0.37,26.4,3.91,23.38,0.5,21.6,0.51,28.63,0.71,19.0,3.72,17.6,5.14,32.62,10.8,17.93,0.0,0.0,-2.0,2.0,2.0,1.0,12.47,10.8,8.0,3.0,4.0,6.0,4.5891,3.9748,5.83,5.14,6.59,7.8809,34.79,0.095,5.78,3.815,3.72,3.91,2.9288,8.152,16.96,0.835,11.635,1.67,1.0,1.0,4.0
0.05,32.15,7.01,44.09,5.67,10.07,4.31,36.62,4.97,19.3,0.26,21.11,12.37,34.04,13.77,18.85,4.73,29.1,0.25,25.93,0.04,29.68,3.0,2.0,1.0,4.0,2.0,1.0,13.77,12.37,9.0,2.0,4.0,7.0,4.8573,4.5744,5.8833,4.97,7.01,8.9127,34.02,2.0155,15.51,3.1,0.26,4.73,3.6085,8.758,15.19,0.7,13.07,1.4,1.0,1.0,4.0
0.2,22.98,0.24,26.9,14.98,35.6,14.08,22.52,8.92,43.68,1.89,22.61,0.38,32.27,2.27,30.95,0.48,35.01,1.48,33.44,5.46,14.33,1.0,0.0,0.0,1.0,3.0,3.0,14.98,14.08,9.0,2.0,5.0,7.0,4.58,5.3315,5.4233,1.89,8.92,10.4,29.35,1.035,7.97,1.235,0.2,2.27,5.3633,7.8017,13.08,6.1628,10.18,0.9,1.0,1.0,4.0
4.85,24.69,12.14,28.91,0.99,20.9,0.11,29.34,11.27,18.59,0.58,17.15,6.78,34.68,0.87,24.66,5.1,20.27,2.54,28.78,6.65,14.44,0.0,0.0,-1.0,3.0,1.0,3.0,12.14,11.27,10.0,1.0,4.0,6.0,4.7164,4.0223,5.3233,2.54,6.78,7.4236,20.24,0.125,4.42,4.975,4.85,5.1,3.4894,7.876,10.32,0.435,11.705,0.87,1.0,1.0,4.0
0.46,21.23,0.66,23.95,7.37,13.7,8.09,36.35,0.6,26.23,0.96,18.2,1.57,32.0,0.77,30.05,12.33,21.14,14.09,32.19,4.77,25.24,1.0,0.0,0.0,2.0,3.0,3.0,14.09,12.33,9.0,2.0,5.0,7.0,4.6973,4.8181,5.6767,1.57,8.09,9.3927,22.65,1.8425,11.85,2.1667,0.77,4.77,4.3636,8.69,11.05,0.88,13.21,1.76,1.0,1.0,4.0
1.91,11.3,9.94,35.6,0.45,27.29,0.46,25.11,5.38,20.22,0.47,34.95,2.43,26.52,1.79,32.21,14.41,21.54,1.49,42.71,0.39,28.71,3.0,2.0,1.0,3.0,3.0,3.0,14.41,9.94,9.0,2.0,5.0,6.0,3.5564,4.3904,2.9267,1.49,5.38,10.8536,31.41,0.32,5.69,2.11,1.79,2.43,4.9345,6.626,14.06,2.235,12.175,4.47,0.0,0.0,0.0
1.19,22.13,6.59,45.17,4.05,18.46,0.68,25.19,2.8,26.99,5.75,35.66,1.07,17.64,0.88,28.89,2.94,8.53,15.1,25.73,3.82,21.24,0.0,0.0,-3.0,4.0,1.0,3.0,15.1,4.05,8.0,3.0,4.0,7.0,4.0791,3.9629,5.0933,2.94,6.59,11.0209,36.64,1.2238,11.25,2.1425,0.88,3.82,4.3003,6.886,7.27,5.525,9.575,11.05,0.0,1.0,4.0
4.09,28.96,0.39,33.87,0.55,27.99,1.8,22.92,0.59,31.19,5.07,39.57,3.86,32.28,7.51,10.9,8.37,35.05,10.54,21.57,0.68,36.01,0.0,1.0,0.0,1.0,2.0,2.0,10.54,8.37,10.0,1.0,4.0,7.0,3.95,3.408,6.29,5.07,7.51,6.59,28.67,1.426,13.09,2.6075,0.68,4.09,1.9589,7.8725,13.48,1.085,9.455,2.17,0.0,1.0,4.0
6.08,45.11,10.92,21.3,2.2,29.56,3.54,21.88,0.91,19.38,0.45,25.3,0.92,21.95,1.4,37.02,5.19,15.88,0.73,29.57,11.87,37.26,1.0,0.0,-2.0,4.0,3.0,0.0,11.87,10.92,8.0,3.0,5.0,6.0,4.0191,3.9092,4.2233,1.4,6.08,7.8509,29.23,1.131,10.19,1.845,0.73,3.54,3.8607,7.092,15.96,0.475,11.395,0.95,1.0,1.0,4.0
0.43,24.57,0.47,36.41,7.07,22.39,5.18,30.61,10.13,33.91,0.74,32.16,4.28,26.89,7.71,43.58,0.37,28.8,6.23,12.47,3.23,37.99,1.0,0.0,1.0,4.0,1.0,3.0,10.13,7.07,9.0,2.0,4.0,6.0,4.1673,3.2544,5.7233,3.23,7.71,5.9627,31.11,0.45,3.72,4.73,4.28,5.18,2.2375,6.874,11.52,1.53,8.6,3.06,0.0,1.0,2.0
5.92,14.64,11.85,18.99,4.45,27.97,4.81,23.31,0.96,15.83,0.34,29.87,0.53,20.7,0.69,25.8,0.61,23.09,6.79,34.85,13.23,31.59,2.0,0.0,0.0,1.0,1.0,3.0,13.23,11.85,10.0,1.0,5.0,7.0,4.5618,4.3983,6.355,5.92,6.79,8.6682,20.21,1.7363,12.14,3.4067,0.96,4.81,3.1458,9.4475,12.6,0.69,12.54,1.38,1.0,1.0,3.0
0.58,18.19,10.55,19.74,0.9,23.98,0.52,26.94,3.71,28.62,0.94,20.94,0.87,7.87,12.69,30.91,7.61,35.62,1.11,30.7,8.6,41.85,1.0,0.0,1.0,3.0,1.0,3.0,12.69,10.55,8.0,3.0,6.0,6.0,4.3709,4.3912,5.6933,0.87,8.6,8.3191,33.98,1.3678,12.51,1.8,0.58,3.71,3.9957,8.064,11.17,1.07,11.62,2.14,1.0,1.0,2.0
0.41,28.64,2.53,23.14,4.81,36.53,3.92,29.7,1.5,17.26,12.69,31.7,0.65,18.49,0.67,20.68,4.67,14.97,12.68,17.84,0.33,24.35,0.0,0.0,-1.0,1.0,2.0,3.0,12.69,12.68,10.0,1.0,5.0,8.0,4.0782,4.3587,3.66,1.5,4.81,8.6118,21.56,0.695,6.56,3.225,2.53,3.92,4.5771,7.27,13.86,0.005,12.685,0.01,1.0,1.0,1.0
6.36,34.95,5.33,23.24,1.07,17.37,0.69,21.4,1.87,14.68,3.03,18.99,14.74,24.21,7.04,29.05,1.28,28.8,4.63,26.23,1.03,24.17,0.0,4.0,1.0,2.0,1.0,3.0,14.74,7.04,10.0,1.0,4.0,7.0,4.2791,3.9624,4.115,1.87,6.36,10.4609,20.27,1.7174,11.43,3.068,1.07,5.33,4.6267,7.5025,4.84,3.85,10.89,7.7,0.0,0.0,0.0
